regime,symbol,date,seed,config,anomaly_type,roc_auc
volatile,XRPUSDT,2024-01-19,31,Butterworth (Matched),point,0.9941786492374728
volatile,XRPUSDT,2024-01-19,31,RRCF,point,0.99909128540305
volatile,XRPUSDT,2024-01-25,32,Fixed EMA,all,0.8260625237236667
volatile,XRPUSDT,2024-01-25,32,Load Adaptive EMA,all,0.8112820678750091
volatile,XRPUSDT,2024-01-25,32,Load-Adaptive EMA (BW-Matched),all,0.8280916126159262
volatile,XRPUSDT,2024-01-25,32,KAMA,all,0.8839596128233644
volatile,XRPUSDT,2024-01-25,32,Butterworth (Default),all,0.8544856825752929
volatile,XRPUSDT,2024-01-25,32,Butterworth (Matched),all,0.8517690269881968
volatile,XRPUSDT,2024-01-25,32,RRCF,all,0.8774051425811553
volatile,XRPUSDT,2024-01-25,32,Fixed EMA,level_shift,0.6457461834211007
volatile,XRPUSDT,2024-01-25,32,Load Adaptive EMA,level_shift,0.5725894917009733
volatile,XRPUSDT,2024-01-25,32,Load-Adaptive EMA (BW-Matched),level_shift,0.665720799317691
volatile,XRPUSDT,2024-01-25,32,KAMA,level_shift,0.5444046424288215
volatile,XRPUSDT,2024-01-25,32,Butterworth (Default),level_shift,0.7160007238859196
volatile,XRPUSDT,2024-01-25,32,Butterworth (Matched),level_shift,0.7196033951896053
volatile,XRPUSDT,2024-01-25,32,RRCF,level_shift,0.694753114675519
volatile,XRPUSDT,2024-01-25,32,Fixed EMA,point,0.9983607843137254
volatile,XRPUSDT,2024-01-25,32,Load Adaptive EMA,point,0.9983607843137255
volatile,XRPUSDT,2024-01-25,32,Load-Adaptive EMA (BW-Matched),point,0.9982540305010893
volatile,XRPUSDT,2024-01-25,32,KAMA,point,0.9986383442265796
volatile,XRPUSDT,2024-01-25,32,Butterworth (Default),point,0.9959564270152506
volatile,XRPUSDT,2024-01-25,32,Butterworth (Matched),point,0.9962302832244008
volatile,XRPUSDT,2024-01-25,32,RRCF,point,0.9993572984749455
volatile,BNBUSDT,2024-01-09,33,Fixed EMA,all,0.8492945240653924
volatile,BNBUSDT,2024-01-09,33,Load Adaptive EMA,all,0.8394823790076074
volatile,BNBUSDT,2024-01-09,33,Load-Adaptive EMA (BW-Matched),all,0.8542671546373135
volatile,BNBUSDT,2024-01-09,33,KAMA,all,0.8926304712239351
volatile,BNBUSDT,2024-01-09,33,Butterworth (Default),all,0.866727901633414
volatile,BNBUSDT,2024-01-09,33,Butterworth (Matched),all,0.865786788642403
volatile,BNBUSDT,2024-01-09,33,RRCF,all,0.8891801339014902
volatile,BNBUSDT,2024-01-09,33,Fixed EMA,level_shift,0.6244389686217426
volatile,BNBUSDT,2024-01-09,33,Load Adaptive EMA,level_shift,0.5752441003848732
volatile,BNBUSDT,2024-01-09,33,Load-Adaptive EMA (BW-Matched),level_shift,0.6380204418642718
volatile,BNBUSDT,2024-01-09,33,KAMA,level_shift,0.5626354758015573
volatile,BNBUSDT,2024-01-09,33,Butterworth (Default),level_shift,0.6744239018375007
volatile,BNBUSDT,2024-01-09,33,Butterworth (Matched),level_shift,0.6784900168229245
volatile,BNBUSDT,2024-01-09,33,RRCF,level_shift,0.7009823370251235
volatile,BNBUSDT,2024-01-09,33,Fixed EMA,point,0.9983823529411765
volatile,BNBUSDT,2024-01-09,33,Load Adaptive EMA,point,0.998393137254902
volatile,BNBUSDT,2024-01-09,33,Load-Adaptive EMA (BW-Matched),point,0.9984039215686273
volatile,BNBUSDT,2024-01-09,33,KAMA,point,0.9987274509803923
volatile,BNBUSDT,2024-01-09,33,Butterworth (Default),point,0.9974636165577342
volatile,BNBUSDT,2024-01-09,33,Butterworth (Matched),point,0.9973588235294117
volatile,BNBUSDT,2024-01-09,33,RRCF,point,0.9993529411764706
volatile,BTCUSDT,2024-01-06,34,Fixed EMA,all,0.8088753805984008
volatile,BTCUSDT,2024-01-06,34,Load Adaptive EMA,all,0.8301764437080914
volatile,BTCUSDT,2024-01-06,34,Load-Adaptive EMA (BW-Matched),all,0.8137678686047367
volatile,BTCUSDT,2024-01-06,34,KAMA,all,0.9006338099380663
volatile,BTCUSDT,2024-01-06,34,Butterworth (Default),all,0.7910144777211316
volatile,BTCUSDT,2024-01-06,34,Butterworth (Matched),all,0.7859973054110311
volatile,BTCUSDT,2024-01-06,34,RRCF,all,0.8621481421166006
volatile,BTCUSDT,2024-01-06,34,Fixed EMA,level_shift,0.6443224754110735
volatile,BTCUSDT,2024-01-06,34,Load Adaptive EMA,level_shift,0.6321828381849226
volatile,BTCUSDT,2024-01-06,34,Load-Adaptive EMA (BW-Matched),level_shift,0.6433422882292663
volatile,BTCUSDT,2024-01-06,34,KAMA,level_shift,0.6027508050845097
volatile,BTCUSDT,2024-01-06,34,Butterworth (Default),level_shift,0.651707038728713
volatile,BTCUSDT,2024-01-06,34,Butterworth (Matched),level_shift,0.649693067845786
volatile,BTCUSDT,2024-01-06,34,RRCF,level_shift,0.6773785323523214
volatile,BTCUSDT,2024-01-06,34,Fixed EMA,point,0.9983769063180827
volatile,BTCUSDT,2024-01-06,34,Load Adaptive EMA,point,0.9985009803921568
volatile,BTCUSDT,2024-01-06,34,Load-Adaptive EMA (BW-Matched),point,0.9982029411764706
volatile,BTCUSDT,2024-01-06,34,KAMA,point,0.9984531590413944
volatile,BTCUSDT,2024-01-06,34,Butterworth (Default),point,0.9947592592592592
volatile,BTCUSDT,2024-01-06,34,Butterworth (Matched),point,0.9946167755991284
volatile,BTCUSDT,2024-01-06,34,RRCF,point,0.9985403050108933
volatile,XRPUSDT,2024-01-19,35,Fixed EMA,all,0.8218295509676029
volatile,XRPUSDT,2024-01-19,35,Load Adaptive EMA,all,0.8102911414431718
volatile,XRPUSDT,2024-01-19,35,Load-Adaptive EMA (BW-Matched),all,0.8221384812092223
volatile,XRPUSDT,2024-01-19,35,KAMA,all,0.910533772710035
volatile,XRPUSDT,2024-01-19,35,Butterworth (Default),all,0.8344760532131904
volatile,XRPUSDT,2024-01-19,35,Butterworth (Matched),all,0.8345409856375077
volatile,XRPUSDT,2024-01-19,35,RRCF,all,0.8802187804695827
volatile,XRPUSDT,2024-01-19,35,Fixed EMA,level_shift,0.5600127769577619
volatile,XRPUSDT,2024-01-19,35,Load Adaptive EMA,level_shift,0.4902535153498889
volatile,XRPUSDT,2024-01-19,35,Load-Adaptive EMA (BW-Matched),level_shift,0.5490935690661802
volatile,XRPUSDT,2024-01-19,35,KAMA,level_shift,0.571803403950648
volatile,XRPUSDT,2024-01-19,35,Butterworth (Default),level_shift,0.6143050657197057
volatile,XRPUSDT,2024-01-19,35,Butterworth (Matched),level_shift,0.6161238955644484
volatile,XRPUSDT,2024-01-19,35,RRCF,level_shift,0.6504075089474683
volatile,XRPUSDT,2024-01-19,35,Fixed EMA,point,0.9983607843137254
volatile,XRPUSDT,2024-01-19,35,Load Adaptive EMA,point,0.998355119825708
volatile,XRPUSDT,2024-01-19,35,Load-Adaptive EMA (BW-Matched),point,0.998393137254902
volatile,XRPUSDT,2024-01-19,35,KAMA,point,0.9948037037037036
volatile,XRPUSDT,2024-01-19,35,Butterworth (Default),point,0.9974897603485839
volatile,XRPUSDT,2024-01-19,35,Butterworth (Matched),point,0.9973295206971677
volatile,XRPUSDT,2024-01-19,35,RRCF,point,0.9988779956427015
volatile,BTCUSDT,2024-01-17,36,Fixed EMA,all,0.8143885680728198
volatile,BTCUSDT,2024-01-17,36,Load Adaptive EMA,all,0.8208154600719935
volatile,BTCUSDT,2024-01-17,36,Load-Adaptive EMA (BW-Matched),all,0.8191661827237828
volatile,BTCUSDT,2024-01-17,36,KAMA,all,0.9088005275422325
volatile,BTCUSDT,2024-01-17,36,Butterworth (Default),all,0.8050099744632386
volatile,BTCUSDT,2024-01-17,36,Butterworth (Matched),all,0.8024460124391611
volatile,BTCUSDT,2024-01-17,36,RRCF,all,0.8552964033997605
volatile,BTCUSDT,2024-01-17,36,Fixed EMA,level_shift,0.6254600631623873
volatile,BTCUSDT,2024-01-17,36,Load Adaptive EMA,level_shift,0.581166358993092
volatile,BTCUSDT,2024-01-17,36,Load-Adaptive EMA (BW-Matched),level_shift,0.6107965561682107
volatile,BTCUSDT,2024-01-17,36,KAMA,level_shift,0.5778674409914389
volatile,BTCUSDT,2024-01-17,36,Butterworth (Default),level_shift,0.6304320519761776
volatile,BTCUSDT,2024-01-17,36,Butterworth (Matched),level_shift,0.6292165124260675
volatile,BTCUSDT,2024-01-17,36,RRCF,level_shift,0.6600465899486259
volatile,BTCUSDT,2024-01-17,36,Fixed EMA,point,0.9979619825708061
volatile,BTCUSDT,2024-01-17,36,Load Adaptive EMA,point,0.9983715686274509
volatile,BTCUSDT,2024-01-17,36,Load-Adaptive EMA (BW-Matched),point,0.9978764705882353
volatile,BTCUSDT,2024-01-17,36,KAMA,point,0.9983333333333333
volatile,BTCUSDT,2024-01-17,36,Butterworth (Default),point,0.9934795206971677
volatile,BTCUSDT,2024-01-17,36,Butterworth (Matched),point,0.9927150326797386
volatile,BTCUSDT,2024-01-17,36,RRCF,point,0.9981808278867101
volatile,ETHUSDT,2024-01-19,37,Fixed EMA,all,0.7880950072494797
volatile,ETHUSDT,2024-01-19,37,Load Adaptive EMA,all,0.803509519033899
volatile,ETHUSDT,2024-01-19,37,Load-Adaptive EMA (BW-Matched),all,0.7971314703883667
volatile,ETHUSDT,2024-01-19,37,KAMA,all,0.884845075688776
volatile,ETHUSDT,2024-01-19,37,Butterworth (Default),all,0.797974008421742
volatile,ETHUSDT,2024-01-19,37,Butterworth (Matched),all,0.7968795355268254
volatile,ETHUSDT,2024-01-19,37,RRCF,all,0.8567710356279135
volatile,ETHUSDT,2024-01-19,37,Fixed EMA,level_shift,0.6036552714799372
volatile,ETHUSDT,2024-01-19,37,Load Adaptive EMA,level_shift,0.5811630123479145
volatile,ETHUSDT,2024-01-19,37,Load-Adaptive EMA (BW-Matched),level_shift,0.6062926792870045
volatile,ETHUSDT,2024-01-19,37,KAMA,level_shift,0.5461524592668041
volatile,ETHUSDT,2024-01-19,37,Butterworth (Default),level_shift,0.6328009977628564
volatile,ETHUSDT,2024-01-19,37,Butterworth (Matched),level_shift,0.6323264627427535
volatile,ETHUSDT,2024-01-19,37,RRCF,level_shift,0.6605489083796764
volatile,ETHUSDT,2024-01-19,37,Fixed EMA,point,0.9976626361655774
volatile,ETHUSDT,2024-01-19,37,Load Adaptive EMA,point,0.9981993464052288
volatile,ETHUSDT,2024-01-19,37,Load-Adaptive EMA (BW-Matched),point,0.997817211328976
volatile,ETHUSDT,2024-01-19,37,KAMA,point,0.9986627450980392
volatile,ETHUSDT,2024-01-19,37,Butterworth (Default),point,0.9901388888888889
volatile,ETHUSDT,2024-01-19,37,Butterworth (Matched),point,0.9891
volatile,ETHUSDT,2024-01-19,37,RRCF,point,0.9990087145969498
volatile,BNBUSDT,2024-01-23,38,Fixed EMA,all,0.844754061713498
volatile,BNBUSDT,2024-01-23,38,Load Adaptive EMA,all,0.8243491597292102
volatile,BNBUSDT,2024-01-23,38,Load-Adaptive EMA (BW-Matched),all,0.8509493809000139
volatile,BNBUSDT,2024-01-23,38,KAMA,all,0.8841502863192723
volatile,BNBUSDT,2024-01-23,38,Butterworth (Default),all,0.8614290084544456
volatile,BNBUSDT,2024-01-23,38,Butterworth (Matched),all,0.8599787762906702
volatile,BNBUSDT,2024-01-23,38,RRCF,all,0.8788457031414081
volatile,BNBUSDT,2024-01-23,38,Fixed EMA,level_shift,0.6537234117656388
volatile,BNBUSDT,2024-01-23,38,Load Adaptive EMA,level_shift,0.5721267821633669
volatile,BNBUSDT,2024-01-23,38,Load-Adaptive EMA (BW-Matched),level_shift,0.6657068181813786
volatile,BNBUSDT,2024-01-23,38,KAMA,level_shift,0.5679123382482387
volatile,BNBUSDT,2024-01-23,38,Butterworth (Default),level_shift,0.7286344547038978
volatile,BNBUSDT,2024-01-23,38,Butterworth (Matched),level_shift,0.7340849496662696
volatile,BNBUSDT,2024-01-23,38,RRCF,level_shift,0.7133777533557272
volatile,BNBUSDT,2024-01-23,38,Fixed EMA,point,0.9984039215686273
volatile,BNBUSDT,2024-01-23,38,Load Adaptive EMA,point,0.9984147058823529
volatile,BNBUSDT,2024-01-23,38,Load-Adaptive EMA (BW-Matched),point,0.9984254901960784
volatile,BNBUSDT,2024-01-23,38,KAMA,point,0.9985076252723312
volatile,BNBUSDT,2024-01-23,38,Butterworth (Default),point,0.9972736383442264
volatile,BNBUSDT,2024-01-23,38,Butterworth (Matched),point,0.9971055555555556
volatile,BNBUSDT,2024-01-23,38,RRCF,point,0.9991503267973856
volatile,SOLUSDT,2024-01-25,39,Fixed EMA,all,0.8249913733474386
volatile,SOLUSDT,2024-01-25,39,Load Adaptive EMA,all,0.799086466836096
volatile,SOLUSDT,2024-01-25,39,Load-Adaptive EMA (BW-Matched),all,0.8148666996344334
volatile,SOLUSDT,2024-01-25,39,KAMA,all,0.889170632449046
volatile,SOLUSDT,2024-01-25,39,Butterworth (Default),all,0.8459307003981171
volatile,SOLUSDT,2024-01-25,39,Butterworth (Matched),all,0.8450755193988182
volatile,SOLUSDT,2024-01-25,39,RRCF,all,0.8552080490385097
volatile,SOLUSDT,2024-01-25,39,Fixed EMA,level_shift,0.6223738090815
volatile,SOLUSDT,2024-01-25,39,Load Adaptive EMA,level_shift,0.5503421817361536
volatile,SOLUSDT,2024-01-25,39,Load-Adaptive EMA (BW-Matched),level_shift,0.617422960731757
volatile,SOLUSDT,2024-01-25,39,KAMA,level_shift,0.5271388358117413
volatile,SOLUSDT,2024-01-25,39,Butterworth (Default),level_shift,0.682561739043255
volatile,SOLUSDT,2024-01-25,39,Butterworth (Matched),level_shift,0.6862553187725025
volatile,SOLUSDT,2024-01-25,39,RRCF,level_shift,0.6435736622347248
volatile,SOLUSDT,2024-01-25,39,Fixed EMA,point,0.998371568627451
volatile,SOLUSDT,2024-01-25,39,Load Adaptive EMA,point,0.9984254901960785
volatile,SOLUSDT,2024-01-25,39,Load-Adaptive EMA (BW-Matched),point,0.9983715686274509
volatile,SOLUSDT,2024-01-25,39,KAMA,point,0.9984967320261439
volatile,SOLUSDT,2024-01-25,39,Butterworth (Default),point,0.9971601307189543
volatile,SOLUSDT,2024-01-25,39,Butterworth (Matched),point,0.9972823529411765
volatile,SOLUSDT,2024-01-25,39,RRCF,point,0.9992047930283225
volatile,ETHUSDT,2024-01-12,40,Fixed EMA,all,0.8174215432011998
volatile,ETHUSDT,2024-01-12,40,Load Adaptive EMA,all,0.8197332406919862
volatile,ETHUSDT,2024-01-12,40,Load-Adaptive EMA (BW-Matched),all,0.8140420688072693
volatile,ETHUSDT,2024-01-12,40,KAMA,all,0.9267383108565679
volatile,ETHUSDT,2024-01-12,40,Butterworth (Default),all,0.820185779876832
volatile,ETHUSDT,2024-01-12,40,Butterworth (Matched),all,0.8181777860021875
volatile,ETHUSDT,2024-01-12,40,RRCF,all,0.8933739338086765
volatile,ETHUSDT,2024-01-12,40,Fixed EMA,level_shift,0.6052507806929208
volatile,ETHUSDT,2024-01-12,40,Load Adaptive EMA,level_shift,0.5430383738909682
volatile,ETHUSDT,2024-01-12,40,Load-Adaptive EMA (BW-Matched),level_shift,0.604342401482758
volatile,ETHUSDT,2024-01-12,40,KAMA,level_shift,0.5463678047676791
volatile,ETHUSDT,2024-01-12,40,Butterworth (Default),level_shift,0.6383255801804777
volatile,ETHUSDT,2024-01-12,40,Butterworth (Matched),level_shift,0.6413353925130767
volatile,ETHUSDT,2024-01-12,40,RRCF,level_shift,0.6642481487150642
volatile,ETHUSDT,2024-01-12,40,Fixed EMA,point,0.9980359477124183
volatile,ETHUSDT,2024-01-12,40,Load Adaptive EMA,point,0.9984039215686275
volatile,ETHUSDT,2024-01-12,40,Load-Adaptive EMA (BW-Matched),point,0.9978519607843137
volatile,ETHUSDT,2024-01-12,40,KAMA,point,0.998792156862745
volatile,ETHUSDT,2024-01-12,40,Butterworth (Default),point,0.9884470588235295
volatile,ETHUSDT,2024-01-12,40,Butterworth (Matched),point,0.9887123093681917
volatile,ETHUSDT,2024-01-12,40,RRCF,point,0.9995315904139433
volatile,BTCUSDT,2024-01-09,41,Fixed EMA,all,0.8378976785417398
volatile,BTCUSDT,2024-01-09,41,Load Adaptive EMA,all,0.8395268187847417
volatile,BTCUSDT,2024-01-09,41,Load-Adaptive EMA (BW-Matched),all,0.8292433771911452
volatile,BTCUSDT,2024-01-09,41,KAMA,all,0.9196975774685492
volatile,BTCUSDT,2024-01-09,41,Butterworth (Default),all,0.8249620576924555
volatile,BTCUSDT,2024-01-09,41,Butterworth (Matched),all,0.8211051952243243
volatile,BTCUSDT,2024-01-09,41,RRCF,all,0.8852058710362328
volatile,BTCUSDT,2024-01-09,41,Fixed EMA,level_shift,0.5886384264593251
volatile,BTCUSDT,2024-01-09,41,Load Adaptive EMA,level_shift,0.5635686003631943
volatile,BTCUSDT,2024-01-09,41,Load-Adaptive EMA (BW-Matched),level_shift,0.5892217749578538
volatile,BTCUSDT,2024-01-09,41,KAMA,level_shift,0.5383099314767008
volatile,BTCUSDT,2024-01-09,41,Butterworth (Default),level_shift,0.6158049783725744
volatile,BTCUSDT,2024-01-09,41,Butterworth (Matched),level_shift,0.615816064267966
volatile,BTCUSDT,2024-01-09,41,RRCF,level_shift,0.6395678723994269
volatile,BTCUSDT,2024-01-09,41,Fixed EMA,point,0.9983607843137254
volatile,BTCUSDT,2024-01-09,41,Load Adaptive EMA,point,0.9983194989106754
volatile,BTCUSDT,2024-01-09,41,Load-Adaptive EMA (BW-Matched),point,0.998393137254902
volatile,BTCUSDT,2024-01-09,41,KAMA,point,0.998287037037037
volatile,BTCUSDT,2024-01-09,41,Butterworth (Default),point,0.9917348583877995
volatile,BTCUSDT,2024-01-09,41,Butterworth (Matched),point,0.9911715686274509
volatile,BTCUSDT,2024-01-09,41,RRCF,point,0.9979660130718954
volatile,BNBUSDT,2024-01-04,42,Fixed EMA,all,0.8743505075750259
volatile,BNBUSDT,2024-01-04,42,Load Adaptive EMA,all,0.8492054802589792
volatile,BNBUSDT,2024-01-04,42,Load-Adaptive EMA (BW-Matched),all,0.8647398353280706
volatile,BNBUSDT,2024-01-04,42,KAMA,all,0.9143356867629497
volatile,BNBUSDT,2024-01-04,42,Butterworth (Default),all,0.8950640062059306
volatile,BNBUSDT,2024-01-04,42,Butterworth (Matched),all,0.8950875078022327
volatile,BNBUSDT,2024-01-04,42,RRCF,all,0.9071985989732884
volatile,BNBUSDT,2024-01-04,42,Fixed EMA,level_shift,0.6295999287486619
volatile,BNBUSDT,2024-01-04,42,Load Adaptive EMA,level_shift,0.5488178008845612
volatile,BNBUSDT,2024-01-04,42,Load-Adaptive EMA (BW-Matched),level_shift,0.6147342467098906
volatile,BNBUSDT,2024-01-04,42,KAMA,level_shift,0.5611690935032462
volatile,BNBUSDT,2024-01-04,42,Butterworth (Default),level_shift,0.6947913363719131
volatile,BNBUSDT,2024-01-04,42,Butterworth (Matched),level_shift,0.6988925914875799
volatile,BNBUSDT,2024-01-04,42,RRCF,level_shift,0.6850915082438933
volatile,BNBUSDT,2024-01-04,42,Fixed EMA,point,0.9983442265795206
volatile,BNBUSDT,2024-01-04,42,Load Adaptive EMA,point,0.9983931372549019
volatile,BNBUSDT,2024-01-04,42,Load-Adaptive EMA (BW-Matched),point,0.9983607843137254
volatile,BNBUSDT,2024-01-04,42,KAMA,point,0.9988671023965141
volatile,BNBUSDT,2024-01-04,42,Butterworth (Default),point,0.997622440087146
volatile,BNBUSDT,2024-01-04,42,Butterworth (Matched),point,0.997514705882353
volatile,BNBUSDT,2024-01-04,42,RRCF,point,0.999428431372549
volatile,ETHUSDT,2024-01-06,43,Fixed EMA,all,0.8321628372255958
volatile,ETHUSDT,2024-01-06,43,Load Adaptive EMA,all,0.8376725644211758
volatile,ETHUSDT,2024-01-06,43,Load-Adaptive EMA (BW-Matched),all,0.8381541295461636
volatile,ETHUSDT,2024-01-06,43,KAMA,all,0.9211581618256952
volatile,ETHUSDT,2024-01-06,43,Butterworth (Default),all,0.8444271469199964
volatile,ETHUSDT,2024-01-06,43,Butterworth (Matched),all,0.8421056357149018
volatile,ETHUSDT,2024-01-06,43,RRCF,all,0.873050300743954
volatile,ETHUSDT,2024-01-06,43,Fixed EMA,level_shift,0.6550423687424917
volatile,ETHUSDT,2024-01-06,43,Load Adaptive EMA,level_shift,0.622736629049198
volatile,ETHUSDT,2024-01-06,43,Load-Adaptive EMA (BW-Matched),level_shift,0.665217122308968
volatile,ETHUSDT,2024-01-06,43,KAMA,level_shift,0.5624974387428039
volatile,ETHUSDT,2024-01-06,43,Butterworth (Default),level_shift,0.6951209414873316
volatile,ETHUSDT,2024-01-06,43,Butterworth (Matched),level_shift,0.6953597169173883
volatile,ETHUSDT,2024-01-06,43,RRCF,level_shift,0.6935546383073852
volatile,ETHUSDT,2024-01-06,43,Fixed EMA,point,0.9984147058823529
volatile,ETHUSDT,2024-01-06,43,Load Adaptive EMA,point,0.9984362745098039
volatile,ETHUSDT,2024-01-06,43,Load-Adaptive EMA (BW-Matched),point,0.9985333333333333
volatile,ETHUSDT,2024-01-06,43,KAMA,point,0.9986627450980392
volatile,ETHUSDT,2024-01-06,43,Butterworth (Default),point,0.9970856209150326
volatile,ETHUSDT,2024-01-06,43,Butterworth (Matched),point,0.9966399782135076
volatile,ETHUSDT,2024-01-06,43,RRCF,point,0.998921568627451
volatile,BTCUSDT,2024-01-23,44,Fixed EMA,all,0.8247388764392216
volatile,BTCUSDT,2024-01-23,44,Load Adaptive EMA,all,0.8229286533154345
volatile,BTCUSDT,2024-01-23,44,Load-Adaptive EMA (BW-Matched),all,0.8245140651101498
volatile,BTCUSDT,2024-01-23,44,KAMA,all,0.9208392791739086
volatile,BTCUSDT,2024-01-23,44,Butterworth (Default),all,0.8296077103155532
volatile,BTCUSDT,2024-01-23,44,Butterworth (Matched),all,0.8274189922259689
volatile,BTCUSDT,2024-01-23,44,RRCF,all,0.8610400312685889
volatile,BTCUSDT,2024-01-23,44,Fixed EMA,level_shift,0.6233690957132741
volatile,BTCUSDT,2024-01-23,44,Load Adaptive EMA,level_shift,0.5855846409047154
volatile,BTCUSDT,2024-01-23,44,Load-Adaptive EMA (BW-Matched),level_shift,0.6059086952627072
volatile,BTCUSDT,2024-01-23,44,KAMA,level_shift,0.5857164734062404
volatile,BTCUSDT,2024-01-23,44,Butterworth (Default),level_shift,0.6466073245022285
volatile,BTCUSDT,2024-01-23,44,Butterworth (Matched),level_shift,0.6482447034664975
volatile,BTCUSDT,2024-01-23,44,RRCF,level_shift,0.6538377344345043
volatile,BTCUSDT,2024-01-23,44,Fixed EMA,point,0.9984362745098039
volatile,BTCUSDT,2024-01-23,44,Load Adaptive EMA,point,0.998393137254902
volatile,BTCUSDT,2024-01-23,44,Load-Adaptive EMA (BW-Matched),point,0.9984039215686276
volatile,BTCUSDT,2024-01-23,44,KAMA,point,0.9983660130718954
volatile,BTCUSDT,2024-01-23,44,Butterworth (Default),point,0.9982562091503268
volatile,BTCUSDT,2024-01-23,44,Butterworth (Matched),point,0.9981511982570807
volatile,BTCUSDT,2024-01-23,44,RRCF,point,0.9983333333333333
volatile,XRPUSDT,2024-01-22,45,Fixed EMA,all,0.8402533877223703
volatile,XRPUSDT,2024-01-22,45,Load Adaptive EMA,all,0.8267188599577763
volatile,XRPUSDT,2024-01-22,45,Load-Adaptive EMA (BW-Matched),all,0.8373687380325026
volatile,XRPUSDT,2024-01-22,45,KAMA,all,0.9101269700342045
volatile,XRPUSDT,2024-01-22,45,Butterworth (Default),all,0.8635085838665859
volatile,XRPUSDT,2024-01-22,45,Butterworth (Matched),all,0.8625501939348315
volatile,XRPUSDT,2024-01-22,45,RRCF,all,0.8838868754398311
volatile,XRPUSDT,2024-01-22,45,Fixed EMA,level_shift,0.6342000123578844
volatile,XRPUSDT,2024-01-22,45,Load Adaptive EMA,level_shift,0.5930555100716757
volatile,XRPUSDT,2024-01-22,45,Load-Adaptive EMA (BW-Matched),level_shift,0.6499757785467128
volatile,XRPUSDT,2024-01-22,45,KAMA,level_shift,0.5621345773603559
volatile,XRPUSDT,2024-01-22,45,Butterworth (Default),level_shift,0.6936829507538309
volatile,XRPUSDT,2024-01-22,45,Butterworth (Matched),level_shift,0.6973831330326248
volatile,XRPUSDT,2024-01-22,45,RRCF,level_shift,0.6955052598245182
volatile,XRPUSDT,2024-01-22,45,Fixed EMA,point,0.998355119825708
volatile,XRPUSDT,2024-01-22,45,Load Adaptive EMA,point,0.9983070806100217
volatile,XRPUSDT,2024-01-22,45,Load-Adaptive EMA (BW-Matched),point,0.9981986928104576
volatile,XRPUSDT,2024-01-22,45,KAMA,point,0.9989107843137255
volatile,XRPUSDT,2024-01-22,45,Butterworth (Default),point,0.9949863834422659
volatile,XRPUSDT,2024-01-22,45,Butterworth (Matched),point,0.9953348583877997
volatile,XRPUSDT,2024-01-22,45,RRCF,point,0.9995424836601308
volatile,BTCUSDT,2024-01-03,46,Fixed EMA,all,0.8159432035630545
volatile,BTCUSDT,2024-01-03,46,Load Adaptive EMA,all,0.8214579970027363
volatile,BTCUSDT,2024-01-03,46,Load-Adaptive EMA (BW-Matched),all,0.8083036577796805
volatile,BTCUSDT,2024-01-03,46,KAMA,all,0.9133013908910748
volatile,BTCUSDT,2024-01-03,46,Butterworth (Default),all,0.7922162471774383
volatile,BTCUSDT,2024-01-03,46,Butterworth (Matched),all,0.7894278860478935
volatile,BTCUSDT,2024-01-03,46,RRCF,all,0.8693639135981361
volatile,BTCUSDT,2024-01-03,46,Fixed EMA,level_shift,0.6483994460823974
volatile,BTCUSDT,2024-01-03,46,Load Adaptive EMA,level_shift,0.5993553795587161
volatile,BTCUSDT,2024-01-03,46,Load-Adaptive EMA (BW-Matched),level_shift,0.6384241704200154
volatile,BTCUSDT,2024-01-03,46,KAMA,level_shift,0.5932626424303232
volatile,BTCUSDT,2024-01-03,46,Butterworth (Default),level_shift,0.6355316209485703
volatile,BTCUSDT,2024-01-03,46,Butterworth (Matched),level_shift,0.6334023659870406
volatile,BTCUSDT,2024-01-03,46,RRCF,level_shift,0.6683811443075689
volatile,BTCUSDT,2024-01-03,46,Fixed EMA,point,0.998307734204793
volatile,BTCUSDT,2024-01-03,46,Load Adaptive EMA,point,0.9983823529411764
volatile,BTCUSDT,2024-01-03,46,Load-Adaptive EMA (BW-Matched),point,0.9979856209150326
volatile,BTCUSDT,2024-01-03,46,KAMA,point,0.9983442265795207
volatile,BTCUSDT,2024-01-03,46,Butterworth (Default),point,0.9904126361655773
volatile,BTCUSDT,2024-01-03,46,Butterworth (Matched),point,0.989308605664488
volatile,BTCUSDT,2024-01-03,46,RRCF,point,0.9983660130718954
volatile,BNBUSDT,2024-01-04,47,Fixed EMA,all,0.85368058456248
volatile,BNBUSDT,2024-01-04,47,Load Adaptive EMA,all,0.8428939546242487
volatile,BNBUSDT,2024-01-04,47,Load-Adaptive EMA (BW-Matched),all,0.8622944493004074
volatile,BNBUSDT,2024-01-04,47,KAMA,all,0.9025214901805929
volatile,BNBUSDT,2024-01-04,47,Butterworth (Default),all,0.8767955159755588
volatile,BNBUSDT,2024-01-04,47,Butterworth (Matched),all,0.8770541678714323
volatile,BNBUSDT,2024-01-04,47,RRCF,all,0.8984694289126834
volatile,BNBUSDT,2024-01-04,47,Fixed EMA,level_shift,0.6476600259378132
volatile,BNBUSDT,2024-01-04,47,Load Adaptive EMA,level_shift,0.5966753960574482
volatile,BNBUSDT,2024-01-04,47,Load-Adaptive EMA (BW-Matched),level_shift,0.6791512875246242
volatile,BNBUSDT,2024-01-04,47,KAMA,level_shift,0.5988316837224021
volatile,BNBUSDT,2024-01-04,47,Butterworth (Default),level_shift,0.7105013306612111
